Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min_salary,Max_salary,Avg_salary,Job_state,Age,python_yn,r_yn,spark_yn,aws_yn,excel_yn,sql_yn
Data Scientist,3.3,Insider Inc,201 to 500 employees,2007.0,Company - Private,News Outlet,Media,$50 to $100 million (USD),,90000,124000,107000.0,New York,18.0,1,0,0,0,1,0
Data Scientist,3.9,Rapid Value Solutions,201 to 500 employees,2009.0,Company - Private,IT Services,Information Technology,,,90000,124000,107000.0,San Francisco,16.0,1,0,0,1,0,1
Environmental Data Science,3.1,Battelle,10000+ employees,1929.0,Nonprofit Organization,Research & Development,Business Services,$5 to $10 billion (USD),,90000,124000,107000.0,Norwell,96.0,0,0,0,0,1,1
Computational Behavioral Scientist,4.2,Ntrepid,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Bromium, FireEye, Authentic8",90000,124000,107000.0,Herndon,15.0,1,0,0,0,0,1
Data Scientist,5.0,"The Drive Media, Inc.",Unknown,,Unknown,,,,,90000,124000,107000.0,New York,,1,0,0,0,1,1
Staff BI and Data Engineer,2.9,Affinity Solutions,51 to 200 employees,1998.0,Company - Private,Advertising & Marketing,Business Services,,"Commerce Signals, Cardlytics, Yodlee",90000,124000,107000.0,San Jose,27.0,1,0,1,0,0,1
Principal Machine Learning Scientist,4.7,Sage Intacct,501 to 1000 employees,1999.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,,,90000,124000,107000.0,San Francisco,26.0,1,0,0,0,0,1
Principal Data Scientist - Machine Learning,3.6,Constant Contact,Unknown,1995.0,Subsidiary or Business Segment,Advertising & Marketing,Business Services,,"Drip, iContact, Mailchimp",90000,124000,107000.0,Waltham,30.0,1,0,1,1,1,0
Data Scientist-Human Resources,3.8,MIT Lincoln Laboratory,1001 to 5000 employees,1951.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,,,91000,150000,120500.0,Lexington,74.0,1,0,1,0,0,1
Associate Data Scientist,3.3,Puget Sound Energy,1001 to 5000 employees,1999.0,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),,91000,150000,120500.0,Bothell,26.0,0,0,1,0,1,1
"Data Scientist - Statistics, Mid-Career",3.7,Pacific Northwest National Laboratory,1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",91000,150000,120500.0,Richland,60.0,0,0,0,0,0,0
Director of Data Science,3.8,Analysis Group,1001 to 5000 employees,1981.0,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),,91000,150000,120500.0,Boston,44.0,1,0,0,1,1,1
Data Scientist,3.2,US Pharmacopeia,1001 to 5000 employees,1820.0,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,91000,150000,120500.0,Rockville,205.0,1,0,0,0,1,1
Data Scientist,4.6,Itlize Global,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,91000,150000,120500.0,Piscataway,15.0,1,0,1,0,0,0
Data Scientist,3.5,eBay,10000+ employees,1995.0,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",91000,150000,120500.0,San Jose,30.0,1,0,0,0,0,1
"Data Engineer, Digital & Comp Pathology",5.0,Paige,1 to 50 employees,2018.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,91000,150000,120500.0,New York,7.0,1,0,0,1,1,1
Data Engineer,4.1,Shape Security,51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,,,91000,150000,120500.0,Santa Clara,14.0,1,0,0,1,0,0
"Manager / Lead, Data Science & Analytics",4.1,ABIOMED,1001 to 5000 employees,1981.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covidien, Boston Scientific",91000,150000,120500.0,Danvers,44.0,1,0,0,0,1,1
Data Scientist,3.5,Comcast,10000+ employees,1963.0,Company - Public,,,$10+ billion (USD),"AT&T, Verizon",91000,150000,120500.0,New York,62.0,1,0,0,1,0,1
Data Scientist,3.2,"Metronome, LLC",51 to 200 employees,2011.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,91000,150000,120500.0,Vienna,14.0,1,0,1,0,0,1
Data Scientist,5.0,SkillSoniq,Unknown,,Company - Public,,,,,91000,150000,120500.0,San Francisco,,1,0,0,0,0,1
Data Scientist,4.7,Lawrence Livermore National Lab,1001 to 5000 employees,1952.0,Government,Federal Agencies,Government,$1 to $2 billion (USD),"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories",91000,150000,120500.0,Livermore,73.0,1,0,0,0,1,0
Diversity and Inclusion Data Analyst,3.8,FHLBank Pittsburgh,201 to 500 employees,1932.0,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),,91000,150000,120500.0,Pittsburgh,93.0,0,0,0,1,0,0
Data Scientist,3.6,Jacobs,10000+ employees,1947.0,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),"Fluor, Bechtel, AECOM",91000,150000,120500.0,Herndon,78.0,1,0,1,1,0,1
Data Scientist,4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,91000,150000,120500.0,Boston,13.0,0,0,0,0,0,0
Data Scientist,3.3,Underwriters Laboratories,10000+ employees,1894.0,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),"Intertek, SGS, Bureau Veritas",91000,150000,120500.0,Northbrook,131.0,0,0,1,0,0,0
Data Scientist,3.7,Altus Group,1001 to 5000 employees,2005.0,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),,91000,150000,120500.0,Irvine,20.0,1,0,0,1,1,1
Data Scientist,5.0,Jobot,51 to 200 employees,2018.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,91000,150000,120500.0,Irvine,7.0,1,0,0,0,1,1
Data Scientist,,Trovetechs Inc,Unknown,,Company - Private,,,,,91000,150000,120500.0,San Francisco,,0,0,0,0,0,0
Senior Analyst/Data Scientist,3.4,Edmunds.com,501 to 1000 employees,1966.0,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"TrueCar, Cars.com, Kelley Blue Book",141000,225000,183000.0,Santa Monica,59.0,1,0,0,1,1,1
Data Scientist,5.0,Cohere Health,1 to 50 employees,2019.0,Company - Private,IT Services,Information Technology,,,141000,225000,183000.0,Boston,6.0,1,0,0,0,1,1
Data Scientist,,Trovetechs Inc,Unknown,,Company - Private,,,,,141000,225000,183000.0,San Francisco,,0,0,0,0,0,0
Senior Data Scientist - R&D Oncology,4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",141000,225000,183000.0,New York,112.0,1,0,0,0,0,0
Data Scientist,4.2,Oshkosh Corporation,10000+ employees,1917.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),"Lockheed Martin, Caterpillar, John Deere",141000,225000,183000.0,Oshkosh,108.0,1,0,1,0,1,1
Data Scientist,4.3,Joby Aviation,51 to 200 employees,,Company - Private,,,,,141000,225000,183000.0,San Carlos,,1,0,1,1,1,1
Data Scientist,3.4,Mackin,51 to 200 employees,1960.0,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),,141000,225000,183000.0,Menlo Park,65.0,1,0,0,0,0,1
Data Scientist,,PETADATA,51 to 200 employees,,Company - Private,,,,,141000,225000,183000.0,San Francisco,,1,0,0,0,1,1
Data Scientist,4.4,VBeyond Corporation,201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,141000,225000,183000.0,Dallas,19.0,1,0,0,0,0,0
Data Scientist Machine Learning,3.5,Leidos,10000+ employees,1969.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,141000,225000,183000.0,Arlington,56.0,1,0,0,1,0,0
Data Scientist,3.7,Take-Two,1001 to 5000 employees,1993.0,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts",141000,225000,183000.0,San Francisco,32.0,1,0,1,1,1,1
Data Scientist,3.7,Colony Brands,501 to 1000 employees,,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),,141000,225000,183000.0,Monroe,,1,0,0,0,0,1
Data Scientist,4.1,Capio Group,10000+ employees,,Hospital,Health Care Services & Hospitals,Health Care,,,141000,225000,183000.0,Sacramento,,1,0,0,0,0,1
Data Scientist,3.4,SleePare,1 to 50 employees,2017.0,Company - Private,Other Retail Stores,Retail,,,141000,225000,183000.0,New York,8.0,1,0,1,0,0,1
Data Analyst,4.5,ShorePoint,1 to 50 employees,2017.0,Company - Private,IT Services,Information Technology,,,141000,225000,183000.0,Reston,8.0,0,0,0,0,1,1
Data Scientist,3.5,Dolphin,1001 to 5000 employees,1990.0,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,,,141000,225000,183000.0,New York,35.0,1,0,1,0,0,1
Data Scientist,3.6,TE Connectivity,10000+ employees,2007.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),,141000,225000,183000.0,Hampton,18.0,0,0,0,0,0,0
Data Scientist,3.2,State of Virginia,10000+ employees,1788.0,Government,State & Regional Agencies,Government,$10+ billion (USD),,141000,225000,183000.0,Richmond,237.0,1,0,0,0,0,1
Data Scientist,3.7,TA Digital,501 to 1000 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,141000,225000,183000.0,New York,25.0,1,0,0,1,0,1
Data Scientist,4.0,Market America Inc,501 to 1000 employees,1992.0,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),,141000,225000,183000.0,Monterey,33.0,1,0,1,0,1,0
Data Scientist,3.2,Triplebyte,51 to 200 employees,2015.0,Company - Private,Computer Hardware & Software,Information Technology,,,145000,225000,185000.0,Chicago,10.0,0,0,0,0,0,0
Data Scientist,4.5,Kingfisher Systems,51 to 200 employees,2005.0,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,145000,225000,185000.0,McLean,20.0,1,0,0,0,0,1
Chief Scientist,3.4,TrueAccord,51 to 200 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,145000,225000,185000.0,Remote,12.0,1,0,0,0,0,0
Data Scientist,3.9,ALTA IT Services,201 to 500 employees,2004.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,145000,225000,185000.0,Woodlawn,21.0,1,0,0,0,0,1
Data Scientist,3.2,Kollasoft Inc.,1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,145000,225000,185000.0,United States,,1,0,0,0,1,0
Data Scientist,5.0,Kollasoft Inc.,Unknown,,Company - Public,,,,,145000,225000,185000.0,New York,,1,0,0,0,1,0
Data Scientist,3.4,ASRC Federal Holding Company,5001 to 10000 employees,2003.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),,145000,225000,185000.0,Reston,22.0,0,0,0,0,1,0
Data Scientist,4.4,Adwait Algorithm,51 to 200 employees,2015.0,Company - Private,IT Services,Information Technology,,,145000,225000,185000.0,New York,10.0,1,0,1,0,0,1
"Health Plan Data Analyst, Sr",3.8,Cook Children's Health Care System,5001 to 10000 employees,1918.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Children's Health, Texas Health Resources, Baylor Scott & White Health",145000,225000,185000.0,Fort Worth,107.0,0,0,0,0,0,0
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",3.8,Rubius Therapeutics,201 to 500 employees,2013.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,145000,225000,185000.0,Smithfield,12.0,0,0,0,0,0,0
Data Scientist,3.5,Cambridge FX,201 to 500 employees,1992.0,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),,145000,225000,185000.0,Atlanta,33.0,1,0,0,0,1,0
Senior Data Scientist,3.8,Metromile,201 to 500 employees,2011.0,Company - Private,Insurance Carriers,Insurance,,,145000,225000,185000.0,San Francisco,14.0,1,0,1,1,0,1
Data Scientist,3.9,Criteo,1001 to 5000 employees,2005.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",145000,225000,185000.0,Ann Arbor,20.0,1,0,1,0,0,0
Data Scientist,3.4,Advance Sourcing Concepts,51 to 200 employees,,Company - Private,,,$1 to $5 million (USD),,145000,225000,185000.0,Pittsburgh,,1,0,0,1,0,1
Data Scientist,3.8,Enterprise Solutions Inc,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,145000,225000,185000.0,New York,25.0,1,0,0,0,1,0
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,145000,225000,185000.0,Cedar Rapids,33.0,0,0,0,0,1,1
Data Scientist,,Microagility,1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,145000,225000,185000.0,New York,,0,0,0,0,1,1
Data Scientist,4.6,"Conch Technologies, Inc",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,145000,225000,185000.0,Concord,,0,0,0,0,0,0
"Development Scientist, Voltaren",3.9,GSK,10000+ employees,1830.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",145000,225000,185000.0,Richmond,195.0,0,0,0,1,0,0
Data Scientist,,"Rainmaker Resources, LLC",1 to 50 employees,,Company - Private,,,,,145000,225000,185000.0,Cincinnati,,0,0,0,0,1,0
Data Scientist,3.7,GovTech,1001 to 5000 employees,2016.0,Government,Federal Agencies,Government,,,79000,147000,113000.0,San Francisco,9.0,1,0,0,0,1,0
Data Scientist,3.3,Intellectual Ventures,501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,,79000,147000,113000.0,Bellevue,25.0,1,0,0,0,1,0
Data Engineer,4.4,Rocket Lawyer,51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,79000,147000,113000.0,San Francisco,17.0,1,0,0,0,1,1
Data Scientist,3.7,22nd Century Technologies,1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,79000,147000,113000.0,Oakland,28.0,0,0,0,0,0,1
Data Scientist,3.3,Huxley,201 to 500 employees,1995.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,79000,147000,113000.0,San Francisco,30.0,1,0,0,0,0,0
Data Scientist,3.4,FM Systems,51 to 200 employees,1984.0,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Archibus, iOffice, Planon",79000,147000,113000.0,Boston,41.0,1,0,1,1,1,1
Data Scientist,,B4Corp,51 to 200 employees,,Company - Private,IT Services,Information Technology,,,79000,147000,113000.0,Reston,,1,0,0,0,1,1
Machine Learning Engineer,3.7,Mteq,501 to 1000 employees,1954.0,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",79000,147000,113000.0,Fort Belvoir,71.0,1,0,0,0,0,0
Principal Data & Analytics Platform Engineer,3.7,Blue Cross and Blue Shield of North Carolina,1001 to 5000 employees,1933.0,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),,79000,147000,113000.0,Durham,92.0,1,0,1,1,1,1
Machine Learning Engineer/Scientist,4.8,Jane Street,501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,,79000,147000,113000.0,New York,25.0,0,0,0,0,0,0
Data Scientist,5.0,SSATI,1 to 50 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,79000,147000,113000.0,McLean,22.0,1,0,0,0,1,1
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,79000,147000,113000.0,Cambridge,29.0,0,0,0,0,0,0
Data Scientist,3.4,Solving IT International Inc,501 to 1000 employees,,Company - Private,,,,,79000,147000,113000.0,Chicago,,0,0,0,0,1,0
Data Scientist,3.3,The Davey Tree Expert Company,10000+ employees,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts",79000,147000,113000.0,Kent,145.0,1,0,0,0,1,1
Data Scientist,4.6,Centauri,501 to 1000 employees,1999.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"TASC, Vencore, Booz Allen Hamilton",79000,147000,113000.0,Reston,26.0,0,0,0,0,0,1
Data Scientist,,Stride Search,1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,79000,147000,113000.0,San Francisco,,1,0,0,0,0,0
Machine Learning Engineer,2.6,Software Engineering Institute,501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,,,79000,147000,113000.0,Pittsburgh,41.0,1,0,0,0,0,0
Data Analyst - Unilever Prestige,3.8,Dermalogica,201 to 500 employees,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's",79000,147000,113000.0,Carson,39.0,1,0,0,0,0,1
Data Scientist,4.8,TechProjects,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,,,79000,147000,113000.0,New York,14.0,1,0,0,0,1,1
"VP, Data Science",3.9,7Park Data,51 to 200 employees,2012.0,Company - Private,Research & Development,Business Services,,,79000,147000,113000.0,New York,13.0,1,0,1,0,1,0
Data Scientist,4.0,Netskope,501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,"Skyhigh Networks, Zscaler, NortonLifeLock",122000,146000,134000.0,Santa Clara,13.0,1,0,1,0,1,0
Data Scientist,4.2,Eversight,51 to 200 employees,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,122000,146000,134000.0,Palo Alto,12.0,1,0,0,0,0,0
Senior Business Intelligence Analyst,3.7,Protolabs,1001 to 5000 employees,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),,122000,146000,134000.0,Maple Plain,26.0,0,0,0,0,0,1
Data Scientist,3.0,Ameritas Life Insurance Corp,1001 to 5000 employees,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),,122000,146000,134000.0,Cincinnati,138.0,0,0,0,0,0,0
Data Engineer - Kafka,3.5,Western Digital,10000+ employees,1970.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",122000,146000,134000.0,San Jose,55.0,1,0,1,1,0,0
Data Scientist,2.9,"Shimento, Inc.",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,122000,146000,134000.0,Santa Clara,,1,0,1,0,0,1
Data Scientist,5.0,Averity,1 to 50 employees,2014.0,Company - Private,Staffing & Outsourcing,Business Services,,,122000,146000,134000.0,New York,11.0,0,0,0,0,0,0
Data Scientist,4.7,Praxis Engineering,201 to 500 employees,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",122000,146000,134000.0,Chantilly,23.0,0,0,0,1,0,1
Data Scientist,,Point72 Ventures,,,,,,,,122000,146000,134000.0,Palo Alto,,0,0,0,0,0,0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",122000,146000,134000.0,Laurel,83.0,0,0,1,0,1,0
Data Scientist,4.9,Cambridge Mobile Telematics,1 to 50 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,122000,146000,134000.0,Cambridge,15.0,1,0,1,1,0,0
Data Science All Star Program - Data Engineer Track,4.6,Blend360,51 to 200 employees,2002.0,Company - Private,Consulting,Business Services,,,122000,146000,134000.0,Columbia,23.0,1,0,1,1,0,1
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,122000,146000,134000.0,Annapolis Junction,14.0,1,0,1,0,0,0
Data Analyst,3.9,Nolij Consulting,51 to 200 employees,2012.0,Company - Public,Consulting,Business Services,$1 to $5 million (USD),,122000,146000,134000.0,Falls Church,13.0,1,0,0,0,1,1
Data Scientist,,Hatch Data Inc,,,,,,,,122000,146000,134000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,122000,146000,134000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,122000,146000,134000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,122000,146000,134000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,122000,146000,134000.0,San Francisco,,1,0,1,1,0,0
Data Scientist,,Hatch Data Inc,,,,,,,,122000,146000,134000.0,San Francisco,,1,0,1,1,0,0
Senior Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,122000,146000,134000.0,Herndon,,1,0,0,0,1,1
Data Scientist,4.3,Quick Base,201 to 500 employees,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,112000,116000,114000.0,Cambridge,26.0,1,0,0,0,1,1
Data Scientist,3.7,Takeda,10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",112000,116000,114000.0,Cambridge,244.0,1,0,1,0,0,1
Data Scientist,3.5,Maxar Technologies,5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,112000,116000,114000.0,Herndon,,1,0,1,0,0,1
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",112000,116000,114000.0,Oklahoma City,78.0,1,0,0,0,1,0
Data Scientist,4.7,Compass Consulting Group,51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,,,112000,116000,114000.0,Thousand Oaks,17.0,1,0,0,0,0,1
Data Science Software Engineer,4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,112000,116000,114000.0,Boston,13.0,1,0,0,0,0,0
AI Ops Data Scientist,4.0,AstraZeneca,10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",112000,116000,114000.0,Gaithersburg,112.0,1,0,1,1,0,1
Data Scientist,4.4,"SolutionIT, Inc.",51 to 200 employees,,Company - Private,,,,,112000,116000,114000.0,Edison,,0,0,0,0,0,0
Data Scientist,3.2,Perspecta,10000+ employees,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,112000,116000,114000.0,Adelphi,7.0,1,0,0,0,0,0
Data Scientist,4.5,Smith Hanley Associates,1 to 50 employees,1980.0,Company - Private,Staffing & Outsourcing,Business Services,,"Kforce, PageGroup, Robert Half",112000,116000,114000.0,Washington,45.0,1,0,0,0,0,1
Scientist - Machine Learning,3.5,Allen Institute,201 to 500 employees,2003.0,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),,112000,116000,114000.0,Seattle,22.0,0,0,0,0,0,0
Data Scientist,4.4,Eliassen Group,1001 to 5000 employees,1989.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"TEKsystems, Kforce, Randstad US",112000,116000,114000.0,Plano,36.0,1,0,0,0,0,0
Data Scientist,3.1,Bayside Solutions,1 to 50 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,112000,116000,114000.0,Sunnyvale,24.0,1,0,0,0,1,1
Sr. Data Scientist,3.5,Evolve Vacation Rental,201 to 500 employees,2011.0,Company - Private,Travel Agencies,Travel & Tourism,,,112000,116000,114000.0,Denver,14.0,1,0,0,0,0,1
Data Scientist,3.8,AgreeYa Solutions,1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,112000,116000,114000.0,Thousand Oaks,26.0,1,0,0,0,1,1
Data Scientist,3.7,Carolina Power & Light Co,5001 to 10000 employees,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",,"South Carolina Electric & Gas, Virginia Electric and Power",112000,116000,114000.0,McLean,117.0,1,0,0,0,1,1
Analytics Manager - Data Mart,3.5,Central California Alliance for Health,501 to 1000 employees,1996.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,112000,116000,114000.0,Scotts Valley,29.0,0,0,0,0,0,1
Data Modeler (Analytical Systems),3.7,MassMutual,5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,112000,116000,114000.0,Boston,174.0,0,0,1,0,1,1
Applied AI Scientist / Engineer,5.0,"New Iron Group, Inc.",1 to 50 employees,2003.0,Contract,Computer Hardware & Software,Information Technology,,,112000,116000,114000.0,Boston,22.0,1,0,0,0,0,1
"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,10000+ employees,1853.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),,112000,116000,114000.0,Hartford,172.0,1,0,1,1,0,1
Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,1001 to 5000 employees,2011.0,Subsidiary or Business Segment,Internet,Information Technology,,,112000,116000,114000.0,San Francisco,14.0,1,0,0,0,0,1
Senior Data Scientist,4.8,Klaviyo,201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,110000,163000,136500.0,Boston,13.0,0,0,0,0,0,0
Market Research Data Scientist,3.8,GutCheck,51 to 200 employees,2009.0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",110000,163000,136500.0,Denver,16.0,0,0,0,0,1,0
IT Partner Digital Health Technology and Data Science,3.6,Biogen,5001 to 10000 employees,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,110000,163000,136500.0,Cambridge,47.0,0,0,0,0,1,0
Data Scientist,,HireAi,,,,,,,,110000,163000,136500.0,San Francisco,,1,0,1,0,1,1
Data Scientist,,HireAi,,,,,,,,110000,163000,136500.0,San Francisco,,1,0,1,0,1,1
"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,110000,163000,136500.0,Redwood City,10.0,1,0,0,1,0,1
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",4.1,Mentor Graphics,5001 to 10000 employees,1981.0,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",110000,163000,136500.0,Fremont,44.0,1,0,0,0,1,0
